login,user_url,html_url,repos_url,followers,total_stars,total_forks,total_watchers,languages
saev,https://api.github.com/users/saev,https://github.com/saev,https://api.github.com/users/saev/repos,4,2,0,2,{'Pascal'}
robrowne,https://api.github.com/users/robrowne,https://github.com/robrowne,https://api.github.com/users/robrowne/repos,7,0,0,0,set()
boazg,https://api.github.com/users/boazg,https://github.com/boazg,https://api.github.com/users/boazg/repos,5,1,1,1,"{'Ruby', 'CSS'}"
saberma,https://api.github.com/users/saberma,https://github.com/saberma,https://api.github.com/users/saberma/repos,689,2265,731,2265,"{'Ruby', 'Objective-C', 'JavaScript', 'Shell', 'ActionScript'}"
yomgui00,https://api.github.com/users/yomgui00,https://github.com/yomgui00,https://api.github.com/users/yomgui00/repos,3,0,0,0,{'C#'}
sciamop,https://api.github.com/users/sciamop,https://github.com/sciamop,https://api.github.com/users/sciamop/repos,5,2,1,2,set()
afmfreelance,https://api.github.com/users/afmfreelance,https://github.com/afmfreelance,https://api.github.com/users/afmfreelance/repos,3,1,0,1,{'Ruby'}
subbawt,https://api.github.com/users/subbawt,https://github.com/subbawt,https://api.github.com/users/subbawt/repos,5,0,0,0,set()
rubyonrails,https://api.github.com/users/rubyonrails,https://github.com/rubyonrails,https://api.github.com/users/rubyonrails/repos,9,0,0,0,set()
iseebi,https://api.github.com/users/iseebi,https://github.com/iseebi,https://api.github.com/users/iseebi/repos,35,13,8,13,"{'Ruby', 'C', 'TypeScript', 'Dockerfile', 'Objective-C', 'C#', 'JavaScript', 'Shell', 'Go', 'Python', 'Swift'}"
lucindo,https://api.github.com/users/lucindo,https://github.com/lucindo,https://api.github.com/users/lucindo/repos,58,58,4,58,"{'C++', 'JavaScript', 'Go', 'Emacs Lisp', 'HTML', 'Common Lisp', 'Python', 'CSS'}"
tilsammans,https://api.github.com/users/tilsammans,https://github.com/tilsammans,https://api.github.com/users/tilsammans/repos,52,43,19,43,"{'Ruby', 'JavaScript', 'HTML', 'Shell', 'Lua', 'CSS'}"
AncaU,https://api.github.com/users/AncaU,https://github.com/AncaU,https://api.github.com/users/AncaU/repos,7,0,0,0,{'Ruby'}
jpalermo,https://api.github.com/users/jpalermo,https://github.com/jpalermo,https://api.github.com/users/jpalermo/repos,16,0,1,0,"{'Ruby', 'JavaScript', 'Go', 'Shell', 'HTML', 'CSS'}"
bentley11,https://api.github.com/users/bentley11,https://github.com/bentley11,https://api.github.com/users/bentley11/repos,3,0,0,0,set()
TheLinker,https://api.github.com/users/TheLinker,https://github.com/TheLinker,https://api.github.com/users/TheLinker/repos,3,4,2,4,"{'PHP', 'C++', 'C', 'Dart', 'JavaScript', 'HTML', 'Go', 'ASP', 'Shell', 'Python', 'CSS'}"
desi,https://api.github.com/users/desi,https://github.com/desi,https://api.github.com/users/desi/repos,218,6,4,6,"{'Ruby', 'Perl', 'JavaScript', 'VimL', 'CSS', 'Solidity'}"
woodie,https://api.github.com/users/woodie,https://github.com/woodie,https://api.github.com/users/woodie/repos,80,28,14,28,"{'Ruby', 'Vim script', 'JavaScript', 'Shell', 'HTML', 'Go', 'Python', 'Mirah', 'Java'}"
plukevdh,https://api.github.com/users/plukevdh,https://github.com/plukevdh,https://api.github.com/users/plukevdh/repos,75,20,3,20,"{'Ruby', 'CSS', 'Objective-C', 'JavaScript', 'VimL', 'Shell', 'CoffeeScript', 'Perl', 'Java'}"
ochko,https://api.github.com/users/ochko,https://github.com/ochko,https://api.github.com/users/ochko/repos,96,107,39,107,"{'Ruby', 'JavaScript', 'Shell', 'Emacs Lisp', 'Go', 'HTML', 'Erlang'}"
shithil,https://api.github.com/users/shithil,https://github.com/shithil,https://api.github.com/users/shithil/repos,5,0,0,0,set()
drgvond,https://api.github.com/users/drgvond,https://github.com/drgvond,https://api.github.com/users/drgvond/repos,13,14,3,14,"{'C++', 'Objective-C', 'JavaScript', 'Shell', 'Python', 'Perl'}"
quickhand,https://api.github.com/users/quickhand,https://github.com/quickhand,https://api.github.com/users/quickhand/repos,7,34,10,34,"{'C++', 'C', 'JavaScript', 'HTML', 'CSS'}"
blixten,https://api.github.com/users/blixten,https://github.com/blixten,https://api.github.com/users/blixten/repos,4,0,0,0,"{'JavaScript', 'HTML'}"
pbergstr,https://api.github.com/users/pbergstr,https://github.com/pbergstr,https://api.github.com/users/pbergstr/repos,31,42,9,42,"{'JavaScript', 'CSS'}"
jedi,https://api.github.com/users/jedi,https://github.com/jedi,https://api.github.com/users/jedi/repos,4,2,0,2,set()
rrthomas,https://api.github.com/users/rrthomas,https://github.com/rrthomas,https://api.github.com/users/rrthomas/repos,128,28,3,28,"{'PHP', 'C++', 'C', 'Perl', 'JavaScript', 'Shell', 'Emacs Lisp', 'M4', 'Go', 'TeX', 'Python', 'CSS', 'Haskell'}"
innis,https://api.github.com/users/innis,https://github.com/innis,https://api.github.com/users/innis/repos,7,4,1,4,"{'Svelte', 'Ruby', 'PHP', 'C', 'JavaScript', 'HTML', 'Python'}"
bohach,https://api.github.com/users/bohach,https://github.com/bohach,https://api.github.com/users/bohach/repos,5,0,0,0,set()
keitha,https://api.github.com/users/keitha,https://github.com/keitha,https://api.github.com/users/keitha/repos,4,0,0,0,set()
kocolosk,https://api.github.com/users/kocolosk,https://github.com/kocolosk,https://api.github.com/users/kocolosk/repos,136,40,19,40,"{'Ruby', 'C++', 'C', 'Dockerfile', 'Objective-C', 'VimL', 'C#', 'Shell', 'Go', 'Python', 'Erlang', 'Smarty'}"
swoopdark,https://api.github.com/users/swoopdark,https://github.com/swoopdark,https://api.github.com/users/swoopdark/repos,4,0,0,0,set()
mattsmalley,https://api.github.com/users/mattsmalley,https://github.com/mattsmalley,https://api.github.com/users/mattsmalley/repos,5,0,0,0,{'JavaScript'}
tagtagtag,https://api.github.com/users/tagtagtag,https://github.com/tagtagtag,https://api.github.com/users/tagtagtag/repos,4,2,0,2,set()
cr3t0r,https://api.github.com/users/cr3t0r,https://github.com/cr3t0r,https://api.github.com/users/cr3t0r/repos,5,0,0,0,set()
marvinlemos,https://api.github.com/users/marvinlemos,https://github.com/marvinlemos,https://api.github.com/users/marvinlemos/repos,24,4,0,4,"{'Jupyter Notebook', 'TypeScript', 'JavaScript', 'HTML', 'Python', 'R', 'Java'}"
eduuu,https://api.github.com/users/eduuu,https://github.com/eduuu,https://api.github.com/users/eduuu/repos,4,2,0,2,{'Visual Basic'}
hfunai,https://api.github.com/users/hfunai,https://github.com/hfunai,https://api.github.com/users/hfunai/repos,22,2,0,2,"{'PHP', 'Objective-C', 'JavaScript', 'Go', 'Python', 'Elixir'}"
avallee,https://api.github.com/users/avallee,https://github.com/avallee,https://api.github.com/users/avallee/repos,11,8,2,8,"{'Ruby', 'C++', 'C', 'JavaScript', 'HTML', 'Python'}"
ka-xx,https://api.github.com/users/ka-xx,https://github.com/ka-xx,https://api.github.com/users/ka-xx/repos,5,0,0,0,set()
Sm1else,https://api.github.com/users/Sm1else,https://github.com/Sm1else,https://api.github.com/users/Sm1else/repos,4,0,0,0,{'SCSS'}
carlwoodward,https://api.github.com/users/carlwoodward,https://github.com/carlwoodward,https://api.github.com/users/carlwoodward/repos,53,133,7,133,"{'Ruby', 'TypeScript', 'Elixir', 'JavaScript', 'VimL', 'Shell', 'HTML', 'Lua', 'CSS', 'Haskell'}"
marcboquet,https://api.github.com/users/marcboquet,https://github.com/marcboquet,https://api.github.com/users/marcboquet/repos,43,8,3,8,"{'Ruby', 'Objective-C', 'JavaScript', 'Python', 'Swift'}"
sep870,https://api.github.com/users/sep870,https://github.com/sep870,https://api.github.com/users/sep870/repos,5,0,0,0,set()
jgrimshi,https://api.github.com/users/jgrimshi,https://github.com/jgrimshi,https://api.github.com/users/jgrimshi/repos,3,2,0,2,set()
adraken,https://api.github.com/users/adraken,https://github.com/adraken,https://api.github.com/users/adraken/repos,4,0,0,0,set()
shep,https://api.github.com/users/shep,https://github.com/shep,https://api.github.com/users/shep/repos,5,0,0,0,set()
zachwood,https://api.github.com/users/zachwood,https://github.com/zachwood,https://api.github.com/users/zachwood/repos,19,76,18,76,"{'Python', 'JavaScript', 'HTML', 'VimL'}"
derdewey,https://api.github.com/users/derdewey,https://github.com/derdewey,https://api.github.com/users/derdewey/repos,12,55,18,55,"{'Ruby', 'C', 'Objective-C', 'JavaScript', 'Shell', 'Erlang'}"
robyoung,https://api.github.com/users/robyoung,https://github.com/robyoung,https://api.github.com/users/robyoung/repos,57,5,3,5,"{'Ruby', 'HTML', 'Shell', 'Go', 'Python', 'Rust'}"
goodtouch,https://api.github.com/users/goodtouch,https://github.com/goodtouch,https://api.github.com/users/goodtouch/repos,22,12,5,12,"{'Ruby', 'JavaScript', 'VimL', 'Shell', 'Python', 'Lua', 'CSS'}"
alvins79,https://api.github.com/users/alvins79,https://github.com/alvins79,https://api.github.com/users/alvins79/repos,3,0,0,0,set()
joshcarter,https://api.github.com/users/joshcarter,https://github.com/joshcarter,https://api.github.com/users/joshcarter/repos,16,40,7,40,"{'Ruby', 'C++', 'C', 'Jupyter Notebook', 'OpenSCAD', 'Go', 'Processing', 'Emacs Lisp', 'Python', 'R', 'Perl'}"
Datou,https://api.github.com/users/Datou,https://github.com/Datou,https://api.github.com/users/Datou/repos,7,2,0,2,{'JavaScript'}
spacer,https://api.github.com/users/spacer,https://github.com/spacer,https://api.github.com/users/spacer/repos,4,0,0,0,set()
AaronJackson,https://api.github.com/users/AaronJackson,https://github.com/AaronJackson,https://api.github.com/users/AaronJackson/repos,354,74,15,74,"{'C++', 'C', 'JavaScript', 'Shell', 'Emacs Lisp', 'Common Lisp', 'Python'}"
marioaquino,https://api.github.com/users/marioaquino,https://github.com/marioaquino,https://api.github.com/users/marioaquino/repos,59,35,13,35,"{'Ruby', 'Objective-C', 'Clojure', 'JavaScript', 'VimL', 'Shell', 'Emacs Lisp', 'Python', 'CoffeeScript', 'Groovy', 'Scala', 'Java'}"
natu-n,https://api.github.com/users/natu-n,https://github.com/natu-n,https://api.github.com/users/natu-n/repos,4,0,0,0,"{'Vue', 'Jupyter Notebook'}"
marktacchi,https://api.github.com/users/marktacchi,https://github.com/marktacchi,https://api.github.com/users/marktacchi/repos,4,0,0,0,set()
sapelzin,https://api.github.com/users/sapelzin,https://github.com/sapelzin,https://api.github.com/users/sapelzin/repos,5,0,0,0,set()
mecolin,https://api.github.com/users/mecolin,https://github.com/mecolin,https://api.github.com/users/mecolin/repos,3,4,2,4,"{'Ruby', 'JavaScript'}"
jdevoo,https://api.github.com/users/jdevoo,https://github.com/jdevoo,https://api.github.com/users/jdevoo/repos,33,232,70,232,"{'C++', 'Forth', 'Clojure', 'JavaScript', 'HTML', 'Go', 'Shell', 'Python', 'Java'}"
hideki,https://api.github.com/users/hideki,https://github.com/hideki,https://api.github.com/users/hideki/repos,39,2,0,2,"{'C', 'Jupyter Notebook'}"
wilkenm,https://api.github.com/users/wilkenm,https://github.com/wilkenm,https://api.github.com/users/wilkenm/repos,4,0,2,0,"{'Ruby', 'Python', 'JavaScript', 'Shell'}"
pakmee,https://api.github.com/users/pakmee,https://github.com/pakmee,https://api.github.com/users/pakmee/repos,8,12,4,12,"{'JavaScript', 'C', 'Objective-C', 'Swift'}"
coolicz,https://api.github.com/users/coolicz,https://github.com/coolicz,https://api.github.com/users/coolicz/repos,6,0,0,0,{'JavaScript'}
stephenb,https://api.github.com/users/stephenb,https://github.com/stephenb,https://api.github.com/users/stephenb/repos,18,559,134,559,"{'Ruby', 'TypeScript', 'JavaScript', 'Go', 'CoffeeScript'}"
epitron,https://api.github.com/users/epitron,https://github.com/epitron,https://api.github.com/users/epitron/repos,231,73,17,73,"{'Ruby', 'PHP', 'C++', 'JavaScript', 'Shell', 'HTML', 'Python', 'Crystal'}"
tomasr,https://api.github.com/users/tomasr,https://github.com/tomasr,https://api.github.com/users/tomasr/repos,157,3962,1805,3962,"{'VimL', 'C#', 'Go', 'JavaScript', 'Vim Script', 'PowerShell'}"
nabeelazam,https://api.github.com/users/nabeelazam,https://github.com/nabeelazam,https://api.github.com/users/nabeelazam/repos,6,2,0,2,"{'JavaScript', 'Java'}"
ybbuc,https://api.github.com/users/ybbuc,https://github.com/ybbuc,https://api.github.com/users/ybbuc/repos,6,1,0,1,"{'C', 'Shell'}"
leandroo,https://api.github.com/users/leandroo,https://github.com/leandroo,https://api.github.com/users/leandroo/repos,19,19,4,19,"{'Ruby', 'JavaScript', 'HTML', 'Shell', 'ActionScript', 'Java'}"
schneckenschnabel,https://api.github.com/users/schneckenschnabel,https://github.com/schneckenschnabel,https://api.github.com/users/schneckenschnabel/repos,3,0,0,0,"{'Python', 'Assembly'}"
samhita,https://api.github.com/users/samhita,https://github.com/samhita,https://api.github.com/users/samhita/repos,5,1,0,1,set()
heisam,https://api.github.com/users/heisam,https://github.com/heisam,https://api.github.com/users/heisam/repos,7,0,2,0,"{'Ruby', 'Shell'}"
vee,https://api.github.com/users/vee,https://github.com/vee,https://api.github.com/users/vee/repos,6,0,0,0,set()
davidroman,https://api.github.com/users/davidroman,https://github.com/davidroman,https://api.github.com/users/davidroman/repos,6,0,0,0,"{'Python', 'JavaScript', 'Swift'}"
metadeus,https://api.github.com/users/metadeus,https://github.com/metadeus,https://api.github.com/users/metadeus/repos,12,0,0,0,set()
zakmandhro,https://api.github.com/users/zakmandhro,https://github.com/zakmandhro,https://api.github.com/users/zakmandhro/repos,11,5,1,5,"{'Ruby', 'C', 'TypeScript', 'Objective-C', 'JavaScript', 'HTML', 'Python', 'Swift'}"
jbnickel,https://api.github.com/users/jbnickel,https://github.com/jbnickel,https://api.github.com/users/jbnickel/repos,4,0,0,0,"{'JavaScript', 'TypeScript'}"
aegiss,https://api.github.com/users/aegiss,https://github.com/aegiss,https://api.github.com/users/aegiss/repos,5,3,0,3,set()
ikspres,https://api.github.com/users/ikspres,https://github.com/ikspres,https://api.github.com/users/ikspres/repos,9,26,9,26,"{'Ruby', 'JavaScript', 'Go', 'HTML', 'CSS'}"
masb,https://api.github.com/users/masb,https://github.com/masb,https://api.github.com/users/masb/repos,5,0,0,0,set()
indiemaps,https://api.github.com/users/indiemaps,https://github.com/indiemaps,https://api.github.com/users/indiemaps/repos,36,95,23,95,{'JavaScript'}
jwelters,https://api.github.com/users/jwelters,https://github.com/jwelters,https://api.github.com/users/jwelters/repos,5,0,0,0,{'Groovy'}
simplificator,https://api.github.com/users/simplificator,https://github.com/simplificator,https://api.github.com/users/simplificator/repos,10,90,34,90,"{'Ruby', 'Dockerfile', 'JavaScript', 'HTML', 'Shell', 'Jinja'}"
Hotspur,https://api.github.com/users/Hotspur,https://github.com/Hotspur,https://api.github.com/users/Hotspur/repos,5,0,0,0,set()
MTVJ,https://api.github.com/users/MTVJ,https://github.com/MTVJ,https://api.github.com/users/MTVJ/repos,5,0,0,0,set()
perdurabo,https://api.github.com/users/perdurabo,https://github.com/perdurabo,https://api.github.com/users/perdurabo/repos,5,0,0,0,set()
glasser,https://api.github.com/users/glasser,https://github.com/glasser,https://api.github.com/users/glasser/repos,497,1,1,1,"{'Ruby', 'JavaScript', 'Go', 'Emacs Lisp', 'Python', 'HCL', 'Makefile', 'Java'}"
hiimjames,https://api.github.com/users/hiimjames,https://github.com/hiimjames,https://api.github.com/users/hiimjames/repos,8,0,0,0,set()
jgyllen,https://api.github.com/users/jgyllen,https://github.com/jgyllen,https://api.github.com/users/jgyllen/repos,11,3,1,3,"{'Ruby', 'JavaScript'}"
yam,https://api.github.com/users/yam,https://github.com/yam,https://api.github.com/users/yam/repos,11,3,1,3,{'Python'}
stef,https://api.github.com/users/stef,https://github.com/stef,https://api.github.com/users/stef/repos,217,67,19,67,"{'C++', 'C', 'JavaScript', 'Shell', 'HTML', 'Python'}"
lchngr,https://api.github.com/users/lchngr,https://github.com/lchngr,https://api.github.com/users/lchngr/repos,7,0,0,0,"{'CoffeeScript', 'JavaScript', 'Java', 'TypeScript'}"
bookest,https://api.github.com/users/bookest,https://github.com/bookest,https://api.github.com/users/bookest/repos,17,115,45,115,"{'Ruby', 'Vim script', 'Nix', 'JavaScript', 'Shell', 'Emacs Lisp', 'Go', 'HTML', 'Python', 'CSS', 'Java'}"
Tuikku,https://api.github.com/users/Tuikku,https://github.com/Tuikku,https://api.github.com/users/Tuikku/repos,5,0,0,0,{'Swift'}
ggentzke,https://api.github.com/users/ggentzke,https://github.com/ggentzke,https://api.github.com/users/ggentzke/repos,29,3,2,3,"{'Ruby', 'JavaScript', 'Shell', 'HTML', 'Python', 'CSS'}"
apinedar,https://api.github.com/users/apinedar,https://github.com/apinedar,https://api.github.com/users/apinedar/repos,4,0,0,0,set()
wixXxen,https://api.github.com/users/wixXxen,https://github.com/wixXxen,https://api.github.com/users/wixXxen/repos,5,0,0,0,set()
detarmstrong,https://api.github.com/users/detarmstrong,https://github.com/detarmstrong,https://api.github.com/users/detarmstrong/repos,6,13,0,13,"{'TypeScript', 'Clojure', 'JavaScript', 'Shell', 'Python', 'Java'}"
youthhr,https://api.github.com/users/youthhr,https://github.com/youthhr,https://api.github.com/users/youthhr/repos,7,0,0,0,set()
nogajun,https://api.github.com/users/nogajun,https://github.com/nogajun,https://api.github.com/users/nogajun/repos,30,14,4,14,"{'Ruby', 'Dockerfile', 'Shell', 'HTML', 'SCSS'}"
akil-zz,https://api.github.com/users/akil-zz,https://github.com/akil-zz,https://api.github.com/users/akil-zz/repos,4,2,1,2,{'JavaScript'}
chrissundberg,https://api.github.com/users/chrissundberg,https://github.com/chrissundberg,https://api.github.com/users/chrissundberg/repos,4,2,0,2,{'Ruby'}
mud,https://api.github.com/users/mud,https://github.com/mud,https://api.github.com/users/mud/repos,72,92,22,92,"{'Ruby', 'TypeScript', 'Objective-C', 'JavaScript', 'HTML'}"
mgravell,https://api.github.com/users/mgravell,https://github.com/mgravell,https://api.github.com/users/mgravell/repos,1947,1147,149,1147,"{'C++', 'C#'}"
Ddper,https://api.github.com/users/Ddper,https://github.com/Ddper,https://api.github.com/users/Ddper/repos,19,0,0,0,"{'Python', 'JavaScript', 'HTML'}"
kez,https://api.github.com/users/kez,https://github.com/kez,https://api.github.com/users/kez/repos,4,9,4,9,"{'Ruby', 'JavaScript', 'Shell', 'Objective-C'}"
12Iceman,https://api.github.com/users/12Iceman,https://github.com/12Iceman,https://api.github.com/users/12Iceman/repos,4,0,0,0,set()
lhz,https://api.github.com/users/lhz,https://github.com/lhz,https://api.github.com/users/lhz/repos,17,11,1,11,"{'Ruby', 'C++', 'C', 'JavaScript', 'Go', 'Emacs Lisp', 'Lua', 'Makefile', 'Crystal'}"
amaiac,https://api.github.com/users/amaiac,https://github.com/amaiac,https://api.github.com/users/amaiac/repos,4,0,0,0,set()
satishkota,https://api.github.com/users/satishkota,https://github.com/satishkota,https://api.github.com/users/satishkota/repos,4,0,0,0,set()
idris,https://api.github.com/users/idris,https://github.com/idris,https://api.github.com/users/idris/repos,74,37,13,37,"{'PHP', 'OCaml', 'TypeScript', 'Objective-C', 'JavaScript', 'Python', 'Swift'}"
rhyolight,https://api.github.com/users/rhyolight,https://github.com/rhyolight,https://api.github.com/users/rhyolight/repos,332,21,11,21,"{'JavaScript', 'HTML', 'Shell', 'Python', 'TeX', 'Groovy', 'Java'}"
mlj,https://api.github.com/users/mlj,https://github.com/mlj,https://api.github.com/users/mlj/repos,41,155,35,155,"{'Ruby', 'C++', 'C', 'JavaScript', 'Vue', 'HTML', 'Python', 'CSS'}"
Claygirl,https://api.github.com/users/Claygirl,https://github.com/Claygirl,https://api.github.com/users/Claygirl/repos,42,9,14,9,"{'Ruby', 'Jupyter Notebook', 'HTML', 'Python', 'CSS'}"
KieranP,https://api.github.com/users/KieranP,https://github.com/KieranP,https://api.github.com/users/KieranP/repos,49,71,10,71,"{'Ruby', 'Java', 'Shell'}"
dcrec1,https://api.github.com/users/dcrec1,https://github.com/dcrec1,https://api.github.com/users/dcrec1/repos,142,261,57,261,"{'Ruby', 'JavaScript', 'VimL', 'Jinja', 'CSS'}"
bryantsai,https://api.github.com/users/bryantsai,https://github.com/bryantsai,https://api.github.com/users/bryantsai/repos,7,15,8,15,"{'Ruby', 'JavaScript', 'Shell', 'Python', 'CSS', 'Java'}"
dinjas,https://api.github.com/users/dinjas,https://github.com/dinjas,https://api.github.com/users/dinjas/repos,29,0,1,0,"{'Ruby', 'CSS', 'Shell', 'Objective-C'}"
DotSauce,https://api.github.com/users/DotSauce,https://github.com/DotSauce,https://api.github.com/users/DotSauce/repos,4,2,0,2,"{'PHP', 'JavaScript'}"
skanheks,https://api.github.com/users/skanheks,https://github.com/skanheks,https://api.github.com/users/skanheks/repos,5,0,0,0,set()
aeschright,https://api.github.com/users/aeschright,https://github.com/aeschright,https://api.github.com/users/aeschright/repos,163,15,5,15,"{'Ruby', 'TypeScript', 'Objective-C', 'JavaScript', 'HTML', 'Go', 'Python', 'CSS'}"
atomatt,https://api.github.com/users/atomatt,https://github.com/atomatt,https://api.github.com/users/atomatt/repos,26,46,14,46,"{'Objective-C', 'JavaScript', 'Go', 'HTML', 'Python', 'Vim Script', 'Java'}"
bonede,https://api.github.com/users/bonede,https://github.com/bonede,https://api.github.com/users/bonede/repos,12,67,9,67,"{'C++', 'C', 'JavaScript', 'HTML', 'Go', 'EJS', 'Assembly', 'Java', 'Rust'}"
lazyw0rkers,https://api.github.com/users/lazyw0rkers,https://github.com/lazyw0rkers,https://api.github.com/users/lazyw0rkers/repos,6,0,0,0,set()
bakkdoor,https://api.github.com/users/bakkdoor,https://github.com/bakkdoor,https://api.github.com/users/bakkdoor/repos,128,322,34,322,"{'Ruby', 'D', 'C', 'CSS', 'Fancy', 'Scheme', 'Common Lisp', 'Erlang', 'Elixir', 'Java'}"
team1ten,https://api.github.com/users/team1ten,https://github.com/team1ten,https://api.github.com/users/team1ten/repos,4,0,0,0,set()
aesop972,https://api.github.com/users/aesop972,https://github.com/aesop972,https://api.github.com/users/aesop972/repos,5,5,0,5,"{'C++', 'C'}"
ushahidi,https://api.github.com/users/ushahidi,https://github.com/ushahidi,https://api.github.com/users/ushahidi/repos,80,91,57,91,"{'PHP', 'Ruby', 'CSS', 'JavaScript', 'Jinja', 'Python', 'Perl', 'Java'}"
craigbspengler,https://api.github.com/users/craigbspengler,https://github.com/craigbspengler,https://api.github.com/users/craigbspengler/repos,4,2,0,2,{'JavaScript'}
panfu,https://api.github.com/users/panfu,https://github.com/panfu,https://api.github.com/users/panfu/repos,17,0,0,0,"{'Ruby', 'JavaScript', 'Vue', 'TypeScript'}"
AaronMelim,https://api.github.com/users/AaronMelim,https://github.com/AaronMelim,https://api.github.com/users/AaronMelim/repos,4,0,0,0,set()
gianmh,https://api.github.com/users/gianmh,https://github.com/gianmh,https://api.github.com/users/gianmh/repos,5,1,0,1,"{'JavaScript', 'Emacs Lisp'}"
funkydude,https://api.github.com/users/funkydude,https://github.com/funkydude,https://api.github.com/users/funkydude/repos,93,210,100,210,{'Lua'}
brogers,https://api.github.com/users/brogers,https://github.com/brogers,https://api.github.com/users/brogers/repos,18,0,0,0,"{'C++', 'C', 'Shell', 'Python', 'Lua', 'CMake', 'Rust'}"
gberenfield,https://api.github.com/users/gberenfield,https://github.com/gberenfield,https://api.github.com/users/gberenfield/repos,13,25,3,25,"{'Ruby', 'C', 'Vim script', 'Clojure', 'JavaScript', 'VimL', 'Shell', 'Python', 'Java'}"
nossferatu,https://api.github.com/users/nossferatu,https://github.com/nossferatu,https://api.github.com/users/nossferatu/repos,4,2,0,2,{'Visual Basic'}
phuphighter,https://api.github.com/users/phuphighter,https://github.com/phuphighter,https://api.github.com/users/phuphighter/repos,41,101,54,101,"{'Ruby', 'JavaScript', 'PHP', 'Swift'}"
subbaraom,https://api.github.com/users/subbaraom,https://github.com/subbaraom,https://api.github.com/users/subbaraom/repos,4,0,0,0,set()
saret,https://api.github.com/users/saret,https://github.com/saret,https://api.github.com/users/saret/repos,4,0,0,0,set()
IsaacsLab42,https://api.github.com/users/IsaacsLab42,https://github.com/IsaacsLab42,https://api.github.com/users/IsaacsLab42/repos,5,0,0,0,"{'Python', 'C', 'HTML'}"
thomas-aktm,https://api.github.com/users/thomas-aktm,https://github.com/thomas-aktm,https://api.github.com/users/thomas-aktm/repos,5,0,0,0,set()
iheartfood,https://api.github.com/users/iheartfood,https://github.com/iheartfood,https://api.github.com/users/iheartfood/repos,15,0,0,0,{'HTML'}
mlightner,https://api.github.com/users/mlightner,https://github.com/mlightner,https://api.github.com/users/mlightner/repos,23,67,9,67,"{'Ruby', 'Python'}"
braindev,https://api.github.com/users/braindev,https://github.com/braindev,https://api.github.com/users/braindev/repos,13,7,2,7,"{'JavaScript', 'C', 'Go'}"
jonahlyn,https://api.github.com/users/jonahlyn,https://github.com/jonahlyn,https://api.github.com/users/jonahlyn/repos,16,12,6,12,"{'PHP', 'Ruby', 'Jupyter Notebook', 'JavaScript', 'HTML', 'Python', 'XSLT', 'R', 'Java'}"
mbuckbee,https://api.github.com/users/mbuckbee,https://github.com/mbuckbee,https://api.github.com/users/mbuckbee/repos,31,17,4,17,"{'Ruby', 'JavaScript', 'Shell'}"
kkkjob,https://api.github.com/users/kkkjob,https://github.com/kkkjob,https://api.github.com/users/kkkjob/repos,11,2,1,2,"{'Ruby', 'PHP', 'JavaScript', 'Go', 'Python', 'Java', 'Swift'}"
javashaman,https://api.github.com/users/javashaman,https://github.com/javashaman,https://api.github.com/users/javashaman/repos,9,0,0,0,"{'Dart', 'C#', 'Emacs Lisp'}"
robotloveskitten,https://api.github.com/users/robotloveskitten,https://github.com/robotloveskitten,https://api.github.com/users/robotloveskitten/repos,10,0,0,0,"{'PHP', 'Ruby'}"
joshaber,https://api.github.com/users/joshaber,https://github.com/joshaber,https://api.github.com/users/joshaber/repos,2399,1478,81,1478,"{'Ruby', 'OCaml', 'Jupyter Notebook', 'Dockerfile', 'Objective-C', 'Clojure', 'JavaScript', 'C#', 'Shell', 'Swift'}"
flashwolf,https://api.github.com/users/flashwolf,https://github.com/flashwolf,https://api.github.com/users/flashwolf/repos,3,2,0,2,set()
simplogical,https://api.github.com/users/simplogical,https://github.com/simplogical,https://api.github.com/users/simplogical/repos,5,5,1,5,"{'VimL', 'C#'}"
fastpencil,https://api.github.com/users/fastpencil,https://github.com/fastpencil,https://api.github.com/users/fastpencil/repos,2,7,3,7,"{'Ruby', 'JavaScript'}"
affectlabs,https://api.github.com/users/affectlabs,https://github.com/affectlabs,https://api.github.com/users/affectlabs/repos,4,8,0,8,{'Python'}
umax,https://api.github.com/users/umax,https://github.com/umax,https://api.github.com/users/umax/repos,13,26,6,26,{'Python'}
manjula,https://api.github.com/users/manjula,https://github.com/manjula,https://api.github.com/users/manjula/repos,5,2,5,2,"{'Ruby', 'JavaScript'}"
sebastien,https://api.github.com/users/sebastien,https://github.com/sebastien,https://api.github.com/users/sebastien/repos,214,1395,177,1395,"{'C++', 'C', 'Vim script', 'JavaScript', 'Shell', 'HTML', 'Python', 'Vim Script', 'XSLT', 'Scheme'}"
helo,https://api.github.com/users/helo,https://github.com/helo,https://api.github.com/users/helo/repos,9,12,4,12,"{'Ruby', 'Dockerfile', 'Objective-C', 'JavaScript', 'Shell', 'HTML', 'Groovy', 'Java', 'Smarty'}"
jeet,https://api.github.com/users/jeet,https://github.com/jeet,https://api.github.com/users/jeet/repos,6,43,9,43,"{'Ruby', 'Python', 'JavaScript'}"
Pninf,https://api.github.com/users/Pninf,https://github.com/Pninf,https://api.github.com/users/Pninf/repos,5,2,0,2,{'Visual Basic'}
asimshankar,https://api.github.com/users/asimshankar,https://github.com/asimshankar,https://api.github.com/users/asimshankar/repos,230,53,17,53,"{'Jupyter Notebook', 'JavaScript', 'Go', 'Assembly', 'Java'}"
